Node,Community,Name
105,3.0,20170224_1013_BGUG_HuC_ltRFP_d7_F8
108,3.0,20170228_1013_BGUG_HuC_ltRFP_d5_F4
110,0.0,20170303_1013_BGUG_HuC_ltRFP_d7_F2_Neuron2
112,3.0,20170310_1013_BGUG_HuC_ltRFP_d7_F8
114,0.0,20170313_1013_BGUG_HuC_ltRFP_d5_F1_Neuron2
116,3.0,20170329_1013_BGUG_HuC_ltRFP_d6_F2
118,3.0,20170329_1013_BGUG_HuC_ltRFP_d6_F5
121,3.0,20170406_1013_BGUG_HuC_ltRFP_d6_F8
122,0.0,20170406_1013_BGUG_HuC_ltRFP_d6_F9
123,3.0,20170506_1013_BGUG_HuC_ltRFP_d5_F1
124,3.0,20170506_1013_BGUG_HuC_ltRFP_d5_F3_Neuron2
127,4.0,20170513_1013_BGUG_HuC_ltRFP_d7_F4
129,3.0,20170608_1013_BGUG_HuC_ltRFP_d6_F1
131,1.0,20170609_1013_BGUG_HuC_ltRFP_d7_F3_Neuron2
132,3.0,20170609_1013_BGUG_HuC_ltRFP_d7_F4
134,4.0,20170617_1013_BGUG_HuC_ltRFP_d7_F4
135,1.0,20170708_1013_BGUG_HuC_ltRFP_d7_F2
137,4.0,20170715_1013_BGUG_HuC_ltRFP_d7_F1_Neuron2
141,3.0,20170722_1013_BGUG_HuC_ltRFP_d7_F3
143,3.0,20170805_1013_BGUG_HuC_ltRFP_d7_F3
144,3.0,20170805_1013_BGUG_HuC_ltRFP_d7_F4
145,0.0,20170805_1013_BGUG_HuC_ltRFP_d7_F5_Neuron1
146,3.0,20170809_1013_BGUG_HuC_ltRFP_d5_F3
149,2.0,20170819_1013_BGUG_HuC_ltRFP_d7_F6
151,3.0,20170901_1013_BGUG_HuC_ltRFP_d6_F4
210,4.0,T_16119_0_2
214,2.0,T_16119_2_4
217,0.0,T_16119_5_2
225,1.0,T_16119_6_1
228,3.0,T_16119_7_1_1
230,3.0,T_16119_9_1
247,0.0,T_16119_13_3
269,3.0,T_16119_20_4_CHECK
272,1.0,T_16119_21_3
291,0.0,T_150304_4_2
292,0.0,T_150304_4_3
295,2.0,T_150317_2_2_full_tracing
302,1.0,T_150324_fixed_2_2_full_tracing
317,1.0,T_150324_fixed_11_2_full_tracing
336,0.0,T_150407_5_1_full_tracing
341,2.0,T_150407_8_1_full_tracing
349,1.0,T_150508_fixed_55m_10_2_full_tracing
356,1.0,T_150518_3_1a_full_tracing
357,0.0,T_150518_3_3_full_tracing
368,1.0,T_150527_354_fixed_1_2_full_tracing
378,1.0,T_150529_354_fixed_5_2_full_tracing
380,1.0,T_150529_354_fixed_7_1a_full_tracing
386,2.0,T_150609_354_fixed_7_2_full_tracing
387,2.0,T_150609_354_fixed_10_1_full_tracing
393,1.0,T_150609_354_fixed_15_1_full_tracing
395,0.0,T_150616_fixed_354_3_1_full_tracing
398,2.0,T_150707_1_2a_full
402,1.0,T_150707_3_2_full
403,2.0,T_150707_4_1_full
405,2.0,T_150707_8_1_full
408,2.0,T_150707_11_1b_full
413,4.0,T_150707_14_3_full
414,0.0,T_150707_14_c_full
420,2.0,T_150707_18_3_full_tracing
421,3.0,T_150714_2_1_full_tracing
426,3.0,T_150714_5_3a_full_tracing
427,4.0,T_150714_5_3b_full_tracing
431,2.0,T_150722_2_1_full_tracing
433,2.0,T_150722_4_3_full_tracing
443,1.0,T_150827_4_2
454,0.0,T_150910_2_3c_full_tracing
487,5.0,T_151124_1_2
491,5.0,T_151124_1_7
505,0.0,T_151130_4_4
516,1.0,T_151130_8_3
528,3.0,T_151130_13_4
554,1.0,T_160406_5b_1
576,0.0,T_160502_4_2_corrected
605,4.0,T_160518_3_1
610,2.0,T_160518_6_4
671,1.0,T_160524_5_4
688,1.0,T_160527_1_4
694,0.0,T_160527_5_4
698,0.0,T_160527_7_1
709,2.0,T_160527_13_2
718,2.0,T_160527_15_2
760,0.0,T_160607_17_1
773,2.0,T_160610_HuCxBG_2_3_complemented
784,1.0,T_160610_HuCxBG_8_5_complemented
789,1.0,T_160610_HuCxBG_10_1
796,0.0,T_160610_HuCxBG_15_3_complemented
809,2.0,T_160610_HuCxBG_22_5_complemented
822,1.0,T_160617_HuCxBG_6_1
837,0.0,T_160705_0_3
838,1.0,T_160705_0_4
856,0.0,T_160705_8_2
860,2.0,T_160705_9_4
866,0.0,T_160705_12_3
872,0.0,T_160705_15_1
877,0.0,T_160705_16_3
879,2.0,T_160705_17_1
893,0.0,T_160708_22_2
902,1.0,T_160708_HuCxBG_1_2
903,0.0,T_160708_HuCxBG_4_1
926,0.0,T_160708_HuCxBG_23_3
935,0.0,T_160714_3_1
947,0.0,T_160714_13_1
952,1.0,T_160714_16_2
957,2.0,T_160721_17_2
970,0.0,T_160721_HuCxBG_5_1
994,1.0,T_160809_1_1
1003,0.0,T_160809_3_3
1006,1.0,T_160809_4_3
1016,1.0,T_160809_10_1
1057,1.0,T_160812_9_1
1070,2.0,T_160812_14_3
1091,1.0,T_160905_0_1
1092,2.0,T_160905_0_2
1096,4.0,T_160905_2_1
1098,1.0,T_160905_3_2
1099,1.0,T_160905_4_1
1105,1.0,T_160905_7_4
1133,2.0,T_160913_HuCxBG_1_5
1148,0.0,T_160920_0_2
1156,2.0,T_160920_4_2
1201,1.0,T_160927_HuCxBG_Erk_1_1
1202,0.0,T_160927_HuCxBG_Erk_1_2
1207,4.0,T_160927_HuCxBG_Erk_4_2
1210,0.0,T_160927_HuCxBG_Erk_4_5
1292,0.0,T_161010_11_1
1296,1.0,T_161010_11_6
1322,0.0,T_161019_4_1
1330,4.0,T_161019_8_1
1335,1.0,T_161019_10_1
1343,1.0,T_161019_13_2
1345,0.0,T_161019_14_4
1346,0.0,T_161019_14_5
1350,1.0,T_161019_15_1
1353,1.0,T_161026_1_2
1355,3.0,T_161026_21_1
1357,0.0,T_161026_24_1
1370,0.0,T_161026_HuCxBG_erksyp_6_1
1386,0.0,T_161026_HuCxBG_erksyp_14_3
1387,1.0,T_161026_HuCxBG_erksyp_14_4
1419,0.0,T_161031_12_1
1429,0.0,T_161031_15_3
1444,0.0,T_161031_23_3
1445,0.0,T_161031_23_4
1447,2.0,T_161108_0_2
1449,0.0,T_161108_1_2
1452,2.0,T_161108_3_1
1453,0.0,T_161108_4_1
1456,0.0,T_161108_7_2
1462,0.0,T_161108_14_2
1465,4.0,T_161109_1_1
1480,1.0,T_161109_16_1
1489,3.0,T_161116_5_1
1497,2.0,T_161116_7_4
1502,0.0,T_161116_10_3
1514,1.0,T_161116_18_3
1522,0.0,T_161116_22_1
1523,0.0,T_161116_22_2
1525,2.0,T_161116_22_4
1543,0.0,T_161121_4_1
1557,1.0,T_161121_20_1
1562,0.0,T_161121_HuCxBG_4_1
1581,1.0,T_161121_HuCxBG_11_4
1588,0.0,T_161121_HuCxBG_12_4
1606,2.0,T_161124_HuCxBG_2_2
1625,1.0,T_161124_HuCxBG_19_1
1643,0.0,T_161129_6_1
1656,0.0,T_161129_12_1
1663,1.0,T_161129_17_2
1682,0.0,T_170119_5_3
1701,0.0,T_170201_1_1
1718,1.0,T_170201_10_2
1746,2.0,T_170210_VGlut_GFP_SYP_12_1
1749,0.0,T_170221_0_2
1752,3.0,T_170221_2_2
1759,2.0,T_170221_9_1
1760,2.0,T_170221_9_2
1767,1.0,T_170221_17_1
1768,4.0,T_170221_17_2
1798,2.0,T_170327_3_1
1810,2.0,T_170327_14_1
1811,2.0,T_170327_15_1
1844,1.0,T_170529_18_1
1853,2.0,T_170601_2_2
1855,1.0,T_170601_2_4
1890,0.0,T_170627_4_1
1897,1.0,T_170627_7_2
1901,1.0,T_170627_10_1
1914,1.0,T_170627_15_2
1917,2.0,T_170627_17_2
1930,4.0,T_170704_8_2
1942,3.0,T_170704_14_2
1961,0.0,T_170714_7_3
1976,0.0,T_170714_12_4
1980,3.0,T_170821_2_1
2011,0.0,T_180102_6_3
2021,2.0,T_180102_14_4
2028,3.0,T_180102_20_1
2051,2.0,T_180112_11_1
2052,0.0,T_180112_11_2
2093,3.0,T_181008_5_1_Eva
2102,0.0,T_181026_1_1
2133,4.0,T_181108_1_1_Eva
2172,0.0,T_190115_14_2
2178,1.0,T_190115_17_3
2196,1.0,T_190115_25_1
2244,0.0,T_190121_19_1
2304,1.0,T_190125_11_1
2318,1.0,T_190125_15_4
2339,0.0,T_190131_5_1
2346,2.0,T_190131_9_1
2347,2.0,T_190131_9_2
2354,1.0,T_190131_11_1
2365,1.0,T_190206_0_1
2374,1.0,T_190206_12_1
2377,1.0,T_190206_15_1
2382,1.0,T_190206_18_1
2383,1.0,T_190206_19_1
2385,1.0,T_190206_20_2
2386,4.0,T_190206_20_3
2389,1.0,T_190213_1_1
2390,1.0,T_190213_3_1
2394,1.0,T_190213_7_1
2395,1.0,T_190213_10_1
2399,1.0,T_190213_12_1
2402,1.0,T_190213_13_2
2408,1.0,T_190218_0_2
2409,1.0,T_190218_0_3
2410,1.0,T_190218_0_4
2412,1.0,T_190218_2_1
2414,1.0,T_190218_3_2
2415,1.0,T_190218_4_1
2416,1.0,T_190218_4_2
2418,1.0,T_190218_6_1
2420,1.0,T_190218_7_1
2424,1.0,T_190218_9_3
2425,1.0,T_190218_10_1
2426,1.0,T_190218_11_1
2427,1.0,T_190218_12_1
2429,1.0,T_190218_14_1
2431,1.0,T_190218_18_1
2432,1.0,T_190218_18_2
2441,1.0,T_190220_1026xBG_4_2
2451,1.0,T_190221_0_1
2452,1.0,T_190221_1_1
2453,1.0,T_190221_2_1
2454,1.0,T_190221_2_2
2455,1.0,T_190221_3_1
2458,1.0,T_190221_4_1
2461,1.0,T_190221_6_1
2463,1.0,T_190221_7_1
2470,1.0,T_190221_13_1
2473,1.0,T_190221_16_2
2474,1.0,T_190221_17_1
2478,1.0,T_190221_20_2
2479,1.0,T_190221_21_1
2480,1.0,T_190221_22_1
2525,1.0,T_190401_8_2
2529,0.0,T_190405_3_2
2530,4.0,T_190405_3_3
2540,2.0,T_190405_7_3
2557,4.0,T_190405_23_3
2558,1.0,T_190426_1181xBG_0_2
2567,1.0,T_190426_1181xBG_5_3
2574,2.0,T_190426_1181xBG_10_1
2579,0.0,T_190523_2_1
2581,0.0,T_190523_3_3
2586,0.0,T_190523_5_2_M
2595,1.0,T_190523_11_2
2603,2.0,T_190527_1181xBG_4_1
2610,1.0,T_190527_1181xBG_9_1
2617,2.0,T_190527_1181xBG_13_1
2618,1.0,T_190527_1181xBG_13_2
2619,0.0,T_190527_1181xBG_15_1
2624,0.0,T_190527_1181xBG_18_1
2629,1.0,T_190531_1_1
2641,0.0,T_190531_7_2
2675,4.0,T_190613_1181xBG_14_1
2680,0.0,T_190624_3_1_M
2684,1.0,T_190626_1_1_M
2695,3.0,T_190626_10_2
2709,2.0,T_190702_317xBG_5_2
2753,2.0,T_190718_2_2
2768,1.0,T_190718_13_4
2769,1.0,T_190718_14_1
2780,0.0,T_190719_3_1
2792,2.0,T_190723_3_1_M
2797,0.0,T_190723_5_1
2805,2.0,T_190723_10_3
2806,0.0,T_190723_10_4
2808,4.0,T_190723_11_1
2810,0.0,T_190723_12_2
2839,1.0,T_190812_20_1
2845,0.0,T_190909_0_1
2850,1.0,T_190909_3_1
2882,2.0,T_190918_3_3
2892,1.0,T_190918_11_2
2894,2.0,T_190918_19_1
2935,2.0,T_190924_22_2
2941,2.0,T_190924_28_1
2962,0.0,T_191007_6_1
2967,3.0,T_191007_9_2
2968,4.0,T_191007_9_3
2973,4.0,T_191007_14_1
2978,4.0,T_191007_16_1
2981,4.0,T_191007_19_2
2986,3.0,T_191007a_1_1
3009,0.0,T_191016_2_1
3014,1.0,T_191016_5_2
3018,0.0,T_191016_7_1
3022,0.0,T_191016_10_3
3023,0.0,T_191016_11_1
3046,3.0,T_191119_5_2
3082,0.0,T_191212_1_4
3093,0.0,T_191212_12_1
3094,2.0,T_191213_0_1
3097,2.0,T_191213_6_2
3128,0.0,T_200120_1_1
3149,2.0,T_200120_16_2
3160,2.0,T_1600520_8_4
3161,1.0,T_1600520_8_5
