Node,Community,Name
346,0.0,T_150508_fixed_55m_6_1_full_tracing
347,0.0,T_150508_fixed_55m_6_1b_full_tracing
348,0.0,T_150508_fixed_55m_9_1_full_tracing
349,1.0,T_150508_fixed_55m_10_2_full_tracing
350,1.0,T_150508_fixed_55m_10_3_full_tracing
351,2.0,T_150508_fixed_55m_11_3_full_tracing
352,0.0,T_150518_1_1a_full_tracing
353,4.0,T_150518_1_1b_full_tracing
354,1.0,T_150518_1_1c_full_tracing
355,2.0,T_150518_2_1b_full_tracing
356,1.0,T_150518_3_1a_full_tracing
357,1.0,T_150518_3_3_full_tracing
358,0.0,T_150518_10_2_full_tracing
359,2.0,T_150518_10_3b_full_tracing
360,0.0,T_150518_13_1_full_tracing
361,0.0,T_150518_13_2_full_tracing
362,2.0,T_150518_13_3_full_tracing
363,0.0,T_150518_14_1a_full_tracing
364,1.0,T_150522_fixed_354_2_1_full_tracing
365,5.0,T_150522_fixed_354_5_1_full_tracing
366,3.0,T_150522_fixed_354_5_2_full_tracing
367,5.0,T_150527_354_fixed_1_1_full_tracing
368,1.0,T_150527_354_fixed_1_2_full_tracing
369,1.0,T_150527_354_fixed_1_3_full_tracing
370,1.0,T_150527_354_fixed_1_4_full_tracing
371,5.0,T_150527_354_fixed_2_1_full_tracing
372,3.0,T_150527_354_fixed_3_1c_full_tracing
373,3.0,T_150529_354_fixed_1_1_full_tracing
374,2.0,T_150529_354_fixed_1_2_full_tracing
375,3.0,T_150529_354_fixed_3_1a_full_tracing
376,5.0,T_150529_354_fixed_3_1b_full_tracing
377,0.0,T_150529_354_fixed_5_1_full_tracing
378,1.0,T_150529_354_fixed_5_2_full_tracing
379,1.0,T_150529_354_fixed_6_1_full_tracing
380,4.0,T_150529_354_fixed_7_1a_full_tracing
381,3.0,T_150529_354_fixed_7_3a_full_tracing
382,1.0,T_150609_354_fixed_1_1_full_tracing
383,2.0,T_150609_354_fixed_3_1a_full_tracing
384,2.0,T_150609_354_fixed_3_1b_full_tracing
385,3.0,T_150609_354_fixed_4_1a_full_tracing
386,1.0,T_150609_354_fixed_7_2_full_tracing
387,1.0,T_150609_354_fixed_10_1_full_tracing
388,4.0,T_150609_354_fixed_10_1a_full_tracing
389,3.0,T_150609_354_fixed_11_1_full_tracing
390,0.0,T_150609_354_fixed_12_1a_full_tracing
391,5.0,T_150609_354_fixed_12_2_full_tracing
392,1.0,T_150609_354_fixed_13_1_full_tracing
393,1.0,T_150609_354_fixed_15_1_full_tracing
394,0.0,T_150609_354_fixed_16_1_full_tracing
395,1.0,T_150616_fixed_354_3_1_full_tracing
396,4.0,T_150616_fixed_354_3_2_full_tracing
397,1.0,T_150707_1_1_full
398,0.0,T_150707_1_2a_full
399,2.0,T_150707_1_2b_full
400,0.0,T_150707_1_4b_full
401,0.0,T_150707_3_1b_full
402,1.0,T_150707_3_2_full
403,3.0,T_150707_4_1_full
404,5.0,T_150707_6_2b_full
405,1.0,T_150707_8_1_full
406,1.0,T_150707_8_3_full
407,0.0,T_150707_10_1a_full
408,2.0,T_150707_11_1b_full
409,1.0,T_150707_13_1_full
410,1.0,T_150707_14_1a_full
411,1.0,T_150707_14_2a_full
412,1.0,T_150707_14_2c_full
413,1.0,T_150707_14_3_full
414,1.0,T_150707_14_c_full
415,0.0,T_150707_17_1_full
416,5.0,T_150707_18_1_full
417,5.0,T_150707_18_1b_full
418,5.0,T_150707_18_1c_full
419,0.0,T_150707_18_2_full
420,0.0,T_150707_18_3_full_tracing
421,1.0,T_150714_2_1_full_tracing
422,2.0,T_150714_2_2_full_tracing
424,4.0,T_150714_3_2a_full_tracing
425,1.0,T_150714_3_3_full_tracing
426,1.0,T_150714_5_3a_full_tracing
427,1.0,T_150714_5_3b_full_tracing
428,2.0,T_150714_5_4a_full_tracing
429,3.0,T_150722_1_1_full_tracing
430,2.0,T_150722_1_2_full_tracing
431,1.0,T_150722_2_1_full_tracing
432,3.0,T_150722_3_2_full_tracing
433,1.0,T_150722_4_3_full_tracing
434,0.0,T_150722_5_3_full_tracing
435,0.0,T_150722_5_5b_full_tracing
436,2.0,T_150722_8_3_full_tracing
