Node,Community,Name
370,5.0,T_150527_354_fixed_1_4_full_tracing
371,6.0,T_150527_354_fixed_2_1_full_tracing
372,4.0,T_150527_354_fixed_3_1c_full_tracing
373,4.0,T_150529_354_fixed_1_1_full_tracing
374,1.0,T_150529_354_fixed_1_2_full_tracing
375,6.0,T_150529_354_fixed_3_1a_full_tracing
376,6.0,T_150529_354_fixed_3_1b_full_tracing
377,1.0,T_150529_354_fixed_5_1_full_tracing
378,3.0,T_150529_354_fixed_5_2_full_tracing
379,5.0,T_150529_354_fixed_6_1_full_tracing
380,3.0,T_150529_354_fixed_7_1a_full_tracing
381,6.0,T_150529_354_fixed_7_3a_full_tracing
382,5.0,T_150609_354_fixed_1_1_full_tracing
383,2.0,T_150609_354_fixed_3_1a_full_tracing
384,1.0,T_150609_354_fixed_3_1b_full_tracing
385,4.0,T_150609_354_fixed_4_1a_full_tracing
386,3.0,T_150609_354_fixed_7_2_full_tracing
387,3.0,T_150609_354_fixed_10_1_full_tracing
388,5.0,T_150609_354_fixed_10_1a_full_tracing
389,4.0,T_150609_354_fixed_11_1_full_tracing
390,4.0,T_150609_354_fixed_12_1a_full_tracing
391,6.0,T_150609_354_fixed_12_2_full_tracing
392,5.0,T_150609_354_fixed_13_1_full_tracing
393,3.0,T_150609_354_fixed_15_1_full_tracing
394,0.0,T_150609_354_fixed_16_1_full_tracing
395,3.0,T_150616_fixed_354_3_1_full_tracing
396,2.0,T_150616_fixed_354_3_2_full_tracing
397,5.0,T_150707_1_1_full
398,3.0,T_150707_1_2a_full
399,0.0,T_150707_1_2b_full
400,2.0,T_150707_1_4b_full
401,4.0,T_150707_3_1b_full
402,3.0,T_150707_3_2_full
403,3.0,T_150707_4_1_full
404,6.0,T_150707_6_2b_full
405,3.0,T_150707_8_1_full
406,5.0,T_150707_8_3_full
407,0.0,T_150707_10_1a_full
408,3.0,T_150707_11_1b_full
409,5.0,T_150707_13_1_full
410,5.0,T_150707_14_1a_full
411,5.0,T_150707_14_2a_full
412,5.0,T_150707_14_2c_full
413,3.0,T_150707_14_3_full
414,3.0,T_150707_14_c_full
415,0.0,T_150707_17_1_full
416,6.0,T_150707_18_1_full
417,6.0,T_150707_18_1b_full
418,6.0,T_150707_18_1c_full
419,0.0,T_150707_18_2_full
420,3.0,T_150707_18_3_full_tracing
421,3.0,T_150714_2_1_full_tracing
422,1.0,T_150714_2_2_full_tracing
423,0.0,T_150714_2_3_full_tracing
424,0.0,T_150714_3_2a_full_tracing
425,5.0,T_150714_3_3_full_tracing
426,3.0,T_150714_5_3a_full_tracing
427,3.0,T_150714_5_3b_full_tracing
428,1.0,T_150714_5_4a_full_tracing
429,0.0,T_150722_1_1_full_tracing
